age1,age3,age5,age7,age9,age11,age13,age15,FID_68,IID_68,EA_01,EA_03,EA_05,EA_07,EA_09,EA_11,EA_13,EA_15,EMPL_1,EMPL_3,EMPL_5,EMPL_7,EMPL_9,EMPL_11,EMPL_13,EMPL_15
74,76,78,80,82,84,86,88,1634,1,,,,,,,,,,,,,,,,
74,76,78,80,82,84,86,88,1634,2,12,12,,,,,,,4,4,,,,,,
51,53,55,57,59,61,63,65,1634,3,16,16,16,16,16,16,16,16,1,1,1,1,1,3,4,4
46,48,50,52,54,56,58,60,1634,4,,12,,,,,,,,1,,,,,,
41,43,45,47,49,51,53,55,1634,5,12,12,,12,,,,,3,1,,,,,,
22,24,26,28,30,31,34,36,1634,30,17,16,16,16,16,16,16,16,7,1,1,1,1,1,1,1
18,20,22,23,25,28,30,32,1634,31,11,12,12,,,12,12,12,7,1,1,,,1,1,1
7,9,11,12,15,17,19,21,1634,32,,,,,,,,,,,,,,,,
5,7,9,11,13,15,17,19,1634,33,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,1634,34,,,,,,,,,,,,,,,,
50,52,54,55,57,59,61,63,1634,170,16,16,16,16,17,17,17,17,1,1,1,1,1,1,4,4
31,33,35,37,39,41,43,45,1634,172,12,12,12,12,,,,,3,1,1,,,,,
57,59,61,63,65,67,69,71,1634,173,12,,,,,,,,1,,,,,,,
34,36,38,39,42,44,46,48,1634,174,,,10,10,,,,,,,1,,,,,
24,26,28,30,32,34,36,38,1634,175,,,,,,14,14,14,,,,,,1,1,1
14,16,18,20,22,24,26,28,1634,176,,,,,,,16,16,,,,,,,1,6
53,55,57,58,61,62,64,66,1635,3,17,17,17,17,17,17,17,17,1,1,4,4,4,4,4,4
21,23,25,27,29,31,33,35,1635,30,15,16,16,16,17,17,17,17,1,7,1,1,1,6,6,6
-9,-7,-5,-3,-1,1,3,5,1635,32,,,,,,,,,,,,,,,,
49,51,53,55,57,59,61,63,1635,170,12,12,12,12,13,13,13,13,1,1,1,1,4,4,4,4
21,23,25,27,29,31,33,35,1635,173,13,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
70,72,74,76,78,80,82,84,1644,1,12,12,12,12,12,12,,,4,4,4,4,4,4,,
67,69,71,73,75,77,79,81,1644,2,,,,,13,13,,12,6,4,4,4,4,4,,4
41,42,44,46,48,51,52,54,1644,4,15,15,15,15,16,16,16,16,1,1,1,1,1,1,1,3
11,12,14,16,18,21,23,25,1644,30,,,,11,12,15,15,,,,,1,1,1,1,
7,9,11,13,15,17,19,21,1644,31,,,,,,11,,,,,,,,1,1,
6,7,9,11,13,15,17,19,1644,32,,,,,,,11,,,,,,,,1,
-6,-4,-2,-1,2,3,6,8,1644,33,,,,,,,,,,,,,,,,
32,34,36,38,40,42,44,46,1644,170,,,,,13,13,,,1,1,1,1,1,1,,
42,43,45,47,49,51,53,55,1644,171,15,15,15,15,16,16,16,16,1,1,1,1,1,1,1,1
21,23,25,27,29,32,33,35,1644,172,,,,,,12,,,,1,1,1,6,1,,
12,14,16,18,20,22,24,26,1644,173,,,,,,12,,,,,,,,1,,
60,62,64,66,68,70,72,74,1645,1,17,17,17,17,17,17,17,17,1,1,1,4,4,4,4,4
57,59,61,63,65,68,69,71,1645,2,17,17,17,17,17,17,17,,1,1,1,4,1,1,1,
37,39,41,43,45,47,49,51,1645,3,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
34,36,38,40,42,45,46,48,1645,4,16,16,16,16,16,16,16,16,,6,6,6,1,1,1,1
30,32,34,36,38,41,42,44,1645,30,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
7,9,11,13,15,18,19,21,1645,31,,,,,,12,,,,,,,,7,,
5,7,9,11,13,15,17,19,1645,32,,,,,,,10,13,,,,,,,1,7
3,5,7,9,11,14,15,17,1645,33,,,,,,,,11,,,,,,,,1
2,4,6,8,10,13,14,16,1645,34,,,,,,,,10,,,,,,,,7
-1,1,3,5,7,10,11,13,1645,35,,,,,,,,,,,,,,,,
-1,1,3,5,7,10,11,13,1645,36,,,,,,,,,,,,,,,,
-1,1,3,5,7,10,11,13,1645,37,,,,,,,,,,,,,,,,
34,36,38,40,42,44,46,48,1645,170,16,16,16,16,16,,,,1,1,1,1,1,,,
32,34,36,38,40,43,44,46,1645,171,14,14,14,14,13,13,13,,1,1,1,1,1,1,1,
31,32,34,37,39,41,43,45,1645,172,17,17,17,17,17,17,17,17,1,1,6,1,1,1,1,1
85,87,89,91,93,95,97,99,1645,173,,,12,,,,,,,,4,,,,,
56,58,60,62,64,66,68,70,1648,1,,,,,,,,,,,,,,,,
54,56,58,60,62,64,66,68,1648,2,10,10,10,10,12,14,14,14,5,5,4,5,5,5,4,4
36,38,40,42,44,46,48,50,1648,3,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1
32,34,36,38,40,42,44,46,1648,30,7,7,7,7,7,7,11,11,1,1,3,1,3,7,3,1
17,20,21,23,25,27,30,31,1648,31,9,9,9,9,10,10,10,10,7,3,1,1,3,1,1,1
7,9,11,13,15,17,19,21,1648,32,,,,,,7,10,10,,,,,,1,5,1
-1,1,3,5,7,9,11,13,1648,33,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,1648,34,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,1648,35,,,,,,,,,,,,,,,,
31,32,34,36,38,40,42,44,1648,172,11,11,11,11,12,12,12,12,6,6,7,3,6,6,6,6
9,10,12,14,16,18,20,22,1648,173,,,,,10,12,12,12,,,,0,7,1,1,1
66,67,69,71,73,74,78,80,1648,174,,,,,7,,,,4,4,4,4,4,,,
17,19,21,23,25,27,30,31,1648,175,,,13,13,13,13,13,13,,,3,3,3,6,6,6
20,22,24,26,28,30,32,34,1648,176,,,,,,,12,12,,,,,,,6,6
15,17,19,21,23,25,27,29,1648,177,,,,,,,,13,,,,,,,,1
82,84,86,88,90,92,94,96,1652,2,12,12,12,12,12,12,12,,6,4,4,4,4,4,4,
48,50,52,55,57,58,61,62,1652,3,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
50,52,54,56,58,60,62,64,1652,4,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
27,29,31,33,35,37,39,41,1652,30,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1
31,33,35,37,39,41,43,45,1652,31,15,15,15,15,14,14,14,14,3,1,1,1,1,1,1,1
29,31,33,35,37,39,41,44,1652,32,17,17,16,,16,16,16,16,1,1,1,0,1,1,1,1
24,26,28,30,32,34,36,38,1652,33,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
23,25,27,29,31,33,36,38,1652,34,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6
1,3,4,7,9,10,13,15,1652,35,,,,,,,,,,,,,,,,
-1,1,2,5,6,8,10,13,1652,36,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,1652,37,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,10,11,1652,38,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,4,7,9,1652,39,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,1652,40,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,1652,41,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,2,1652,42,,,,,,,,,,,,,,,,
48,50,52,54,56,58,60,62,1652,170,17,,,,,,,,1,,,,,,,
50,52,54,56,58,60,62,63,1652,171,12,12,12,12,14,14,14,14,1,1,1,1,1,1,1,1
35,37,39,41,43,45,47,49,1652,173,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
49,51,53,55,57,59,61,63,1652,174,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
29,31,33,35,37,39,41,43,1652,175,16,,,,,,,,1,,,,,,,
27,29,31,33,35,37,39,41,1652,176,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
26,28,30,32,34,36,38,40,1652,177,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
30,32,34,36,38,40,42,45,1652,178,,,16,,16,16,16,16,,,1,0,1,1,1,1
24,26,28,30,32,34,36,38,1652,179,,14,14,14,14,14,14,14,,1,1,1,1,1,1,1
-5,-3,-1,1,3,5,7,9,1652,180,,,,,,,,,,,,,,,,
65,67,69,71,73,75,77,79,1654,1,12,12,12,12,12,12,12,12,1,1,1,4,4,4,4,4
46,48,50,52,54,56,58,60,1654,3,16,16,16,16,17,17,,17,1,1,3,3,3,1,,1
44,46,48,50,52,54,56,58,1654,4,12,12,12,12,12,,,,1,1,1,1,1,,,
42,44,45,48,50,52,54,56,1654,5,14,14,14,14,14,14,14,,1,1,6,1,1,1,1,
18,19,21,23,25,27,30,32,1654,30,11,12,14,14,15,15,,,7,1,1,1,1,1,,
14,15,18,20,22,24,26,28,1654,31,,,11,13,14,,12,12,,,7,1,1,,1,1
7,8,10,12,14,16,19,20,1654,32,,,,,,11,,13,,,,,,1,,1
42,44,46,48,50,52,54,56,1654,170,16,16,16,16,17,,,,1,1,1,1,1,,,
47,49,51,53,55,57,59,61,1654,171,16,16,16,16,16,16,16,,1,1,1,1,1,1,1,
46,48,50,52,54,56,58,60,1654,172,15,15,15,15,17,17,,14,3,1,3,1,1,3,,3
44,46,48,50,52,55,56,58,1654,173,,12,12,12,16,16,16,16,,1,1,1,1,1,1,1
12,14,16,18,20,22,24,26,1654,174,,,10,12,14,16,,,,,7,7,7,1,,
16,18,20,22,24,26,28,30,1654,175,,12,13,14,,,,,,7,7,,,,,
12,14,16,18,20,22,24,26,1654,176,,,,,,,16,16,,,,,,,1,1
88,91,92,94,96,98,100,,1655,2,6,6,6,6,,,,,5,4,4,,,,,
48,50,52,54,56,58,60,62,1655,4,,,,,12,12,12,12,1,1,1,1,4,1,1,1
26,28,30,32,34,36,38,40,1655,30,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
23,25,26,28,30,32,35,36,1655,33,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
-7,-5,-3,-1,1,2,4,6,1655,36,,,,,,,,,,,,,,,,
58,60,62,64,66,68,69,72,1655,172,,,,,12,12,,,1,1,1,1,4,4,,
24,25,27,29,31,33,36,37,1655,173,16,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
54,56,58,60,62,64,66,68,1657,2,12,12,12,,,,,,1,1,1,,,,,
34,37,39,41,42,44,46,48,1657,3,13,13,13,13,13,13,13,,1,1,1,1,3,1,1,
30,32,34,36,38,40,42,44,1657,30,12,12,12,,,,,,1,1,1,,,,,
2,4,6,8,10,12,14,16,1657,31,,,,,,,,,,,,,,,,
33,36,38,39,41,43,45,47,1657,170,12,12,13,,,,,,6,1,1,,,,,
55,57,59,61,63,65,67,69,1658,2,12,12,12,12,12,12,12,,1,1,1,1,1,1,4,
31,33,35,37,39,42,43,45,1658,30,15,15,15,15,14,14,,,1,1,1,1,1,1,,
31,32,34,37,39,41,43,45,1658,174,12,12,12,12,12,12,,,1,1,1,1,1,1,,
6,8,10,12,14,16,18,20,1658,175,,,,,,10,,,,,,,,1,,
5,6,8,10,12,15,17,19,1658,176,,,,,,,,,,,,,,,,
73,75,77,79,81,82,85,87,1659,1,17,17,17,17,16,16,16,16,4,4,4,4,4,4,4,4
73,75,77,79,81,83,85,87,1659,2,12,12,12,12,12,12,12,12,4,4,4,4,4,4,6,4
47,49,51,53,55,57,59,61,1659,4,16,16,16,16,17,17,17,17,1,1,1,1,1,4,4,4
48,50,52,54,56,58,60,62,1659,170,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1
79,81,83,85,87,88,91,93,1663,1,17,17,17,17,16,16,,,4,4,4,4,4,4,,
78,80,82,82,86,88,90,92,1663,2,14,14,14,,,,,,6,6,6,,,,,
47,50,52,54,56,58,60,62,1663,3,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,4
46,48,50,52,54,55,58,60,1663,4,16,16,16,16,16,16,16,16,6,1,1,1,1,1,1,1
42,45,47,49,50,52,54,57,1663,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1
41,43,45,47,49,51,53,55,1663,6,16,16,16,16,17,17,17,17,6,6,3,1,1,1,1,1
39,41,43,45,47,49,51,53,1663,7,17,17,17,17,17,17,17,,1,1,1,1,1,1,1,
37,39,41,43,45,47,49,51,1663,8,16,15,15,15,16,16,16,,1,6,6,6,6,6,1,
36,38,40,42,44,46,48,50,1663,9,16,16,,16,16,16,16,,6,6,,1,1,1,1,
21,23,25,27,29,31,33,35,1663,30,15,16,16,16,16,16,17,17,1,1,1,1,1,1,1,1
19,21,23,25,27,29,31,33,1663,31,12,13,,16,16,15,15,15,1,1,3,1,1,3,1,1
19,22,24,26,28,29,32,34,1663,32,13,15,16,16,16,16,16,16,1,7,,1,1,1,1,1
17,19,21,23,25,27,29,31,1663,33,10,13,14,13,12,13,13,13,1,1,1,1,1,1,1,1
16,18,20,23,24,26,29,31,1663,34,11,13,15,16,16,16,16,16,7,7,1,1,1,1,1,1
15,18,20,22,23,26,28,29,1663,35,,11,14,16,16,16,16,,,1,7,1,1,1,1,
13,16,18,20,21,23,25,28,1663,36,,9,11,14,15,16,16,16,,1,1,1,1,1,1,1
13,15,17,19,21,23,26,27,1663,37,,,12,14,15,16,16,16,,,,1,1,1,1,1
11,13,15,17,19,21,23,26,1663,38,,,,10,,12,,12,,,,,,1,,1
10,12,14,16,18,20,22,24,1663,39,,,,10,11,13,15,17,,,,7,7,1,7,1
10,12,14,16,18,20,22,24,1663,40,,,,11,12,12,,12,,,,,,1,,1
8,10,12,15,16,18,20,23,1663,41,,,,,10,12,14,14,,,,0,7,1,1,1
8,10,12,14,16,18,20,22,1663,42,,,,,10,13,14,,,,,0,1,1,1,
8,10,12,14,16,18,20,22,1663,43,,,,,11,13,14,,,,,0,7,3,7,
6,8,10,13,14,16,18,21,1663,44,,,,,,10,12,13,,,,,,7,7,1
6,8,10,12,14,16,18,20,1663,45,,,,,,11,13,,,,,,,3,7,
4,6,8,10,12,14,16,18,1663,46,,,,,,,10,12,,,,,,,3,7
4,7,9,11,13,15,17,18,1663,47,,,,,,,10,,,,,,,,1,
-3,-1,1,3,5,7,9,11,1663,48,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,4,7,9,1663,49,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,5,1663,50,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,1663,51,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,4,1663,52,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,1663,53,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,1663,54,,,,,,,,,,,,,,,,
48,50,52,55,56,58,60,62,1663,170,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
47,49,51,53,55,57,59,61,1663,171,16,16,16,16,16,16,16,16,1,1,1,1,1,1,4,4
48,50,52,54,56,58,60,63,1663,173,14,14,14,14,14,14,14,14,1,6,1,1,1,1,1,1
40,43,45,47,48,51,52,55,1663,176,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
47,49,51,53,54,56,59,61,1663,178,12,12,,12,12,12,12,,1,1,,1,1,1,1,
42,44,46,48,50,52,54,56,1663,179,16,16,16,16,17,17,17,,1,1,1,1,1,1,1,
37,39,42,43,45,47,50,51,1663,180,16,16,16,16,,,,,1,1,1,1,1,6,1,
18,20,22,24,26,28,30,32,1663,181,,,,13,,,,,,,1,,,,,
14,16,18,20,22,24,26,28,1663,182,,,,,,12,,,,,,,,1,,
20,22,24,26,28,30,32,34,1663,183,,,,,,16,16,16,,,,,,6,6,6
11,13,15,17,19,21,23,25,1663,184,,,,,,12,,12,,,,,,1,,6
10,12,14,16,18,20,22,24,1663,185,,,,,,,15,17,,,,,,,7,1
18,20,22,24,26,28,30,32,1663,186,,,,,,,17,17,,,,,,,1,1
19,21,23,25,27,29,31,33,1663,187,,,,,,,,17,,,,,,,,1
13,15,17,19,21,23,25,27,1663,188,,,,,,,17,16,,,,,,,1,1
18,20,22,24,26,28,30,32,1663,189,,,,,,,16,,,,,,,,1,
24,26,28,30,32,34,36,37,1663,190,,,,,,,,14,,,,,,,,1
54,56,58,60,62,64,66,68,1664,1,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,4
64,66,68,70,70,74,76,78,1664,170,17,17,17,17,17,,,,1,1,1,,,,,
95,97,99,,,,,,1666,2,,,,,,,,,,,,,,,,
57,59,62,64,66,68,69,71,1666,3,,,6,6,,,,,5,,6,5,5,6,,
69,71,73,75,77,79,81,83,1668,2,12,12,12,12,12,12,12,12,4,1,1,4,4,4,4,4
46,48,50,52,54,56,58,60,1668,3,14,14,,,,,,,1,1,,,,,,
33,35,37,39,41,43,45,47,1668,4,12,12,12,12,12,12,12,12,3,1,1,1,1,1,1,1
50,52,54,56,58,59,61,63,1668,21,,,,,14,12,15,15,,,,0,1,1,1,1
35,37,39,41,43,45,47,49,1668,174,16,16,,16,16,16,16,16,1,1,,1,1,1,3,1
75,77,79,81,83,85,87,89,1669,1,16,16,16,16,17,,,,1,1,1,1,1,,,
73,75,77,79,81,83,85,87,1669,2,12,12,12,12,12,,,,,6,6,4,4,,,
61,63,65,67,69,71,73,75,1670,2,10,10,10,10,,,,,4,5,4,,,,,
43,45,47,49,50,53,55,57,1670,3,12,,12,12,12,,,,1,,1,,,,,
42,44,46,48,50,52,54,56,1670,4,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
39,41,43,45,47,49,51,54,1670,6,,,12,12,12,12,12,12,,,3,1,5,5,5,5
38,40,42,44,46,48,50,52,1670,7,12,12,12,12,12,12,12,12,1,1,1,6,6,6,6,3
25,27,29,32,33,35,38,40,1670,30,11,11,11,11,13,,13,13,1,3,1,1,1,,1,3
20,23,25,26,29,31,32,35,1670,32,12,12,12,12,12,12,12,12,,3,3,3,3,3,3,3
18,20,22,24,26,28,30,32,1670,33,11,12,,12,12,12,,12,7,3,,3,1,1,,1
11,12,15,17,18,21,22,24,1670,34,,,,11,12,14,14,14,,,,7,7,3,3,1
6,8,10,12,14,16,19,21,1670,35,,,,,,,12,12,,,,,,,1,3
4,6,8,10,12,14,17,19,1670,36,,,,,,,9,11,,,,,,,7,3
2,4,6,8,10,12,14,16,1670,37,,,,,,,,9,,,,,,,,7
-1,1,3,5,8,9,11,13,1670,38,,,,,,,,,,,,,,,,
-3,-1,1,2,5,6,8,10,1670,39,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,5,7,9,1670,40,,,,,,,,,,,,,,,,
39,41,43,45,47,49,51,53,1670,172,12,12,12,12,12,12,12,12,1,1,1,1,1,1,2,1
17,19,21,23,25,27,29,31,1670,173,,,,12,13,15,15,15,,,,6,7,3,3,6
10,12,14,16,18,20,22,24,1670,174,,,,,11,,,,,,,0,3,,,
-1,1,3,5,7,9,11,12,1670,175,,,,,,,,,,,,,,,,
69,71,73,75,77,79,81,83,1671,1,12,12,12,12,12,12,12,,4,1,1,1,4,4,4,
77,79,81,83,85,87,87,91,1671,2,10,10,10,10,12,12,,,4,4,4,4,4,4,,
70,72,74,76,78,80,82,84,1679,1,11,11,11,12,,,,,1,1,1,,,,,
69,70,72,75,76,78,80,82,1679,2,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,6
51,53,55,57,59,61,63,65,1679,3,16,16,16,16,14,14,14,14,1,3,3,6,3,3,3,1
38,40,42,44,46,48,50,52,1679,4,14,14,14,14,13,13,13,13,1,1,3,1,3,1,1,1
10,12,14,16,18,20,22,24,1679,30,,,,10,12,15,15,15,,,,1,1,1,1,1
51,53,55,57,59,61,63,65,1679,175,,,,12,14,,,,,,,1,1,,,
19,21,23,25,27,29,31,33,1679,176,12,12,12,12,12,12,,,1,1,2,1,3,3,,
76,78,80,82,83,86,88,90,1679,178,,,,12,,,,,,,,9,4,,,
24,26,28,30,31,34,36,38,1679,179,,,,,,,,,,,,,,,,
13,15,17,19,21,23,25,27,1679,180,,,,,12,,,,,,,,,,,
46,48,50,52,54,56,58,60,1679,181,,,,,,,12,,,,,,,,3,
79,81,83,85,87,89,91,93,1682,1,12,12,12,12,,,,,4,4,4,,,,,
80,82,84,86,88,90,92,94,1682,2,12,,,,,,,,6,,,,,,,
52,54,56,58,60,62,64,66,1682,3,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6
44,46,48,50,52,54,56,58,1682,4,12,12,12,12,12,12,12,12,1,6,1,3,1,6,6,6
51,53,55,57,59,61,63,65,1682,5,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,4
30,32,34,36,38,40,42,44,1682,30,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1
29,31,33,35,37,40,41,43,1682,31,13,13,13,,13,13,13,,1,1,1,0,1,1,1,
32,34,36,38,40,42,44,46,1682,32,16,16,16,16,17,17,17,17,1,1,1,1,1,1,1,1
9,11,13,15,17,19,21,23,1682,33,,,,,10,12,,,,,,0,7,7,,
4,6,8,10,12,14,16,18,1682,34,,,,,,,,,,,,,,,,
4,6,8,10,12,14,16,18,1682,35,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,1682,36,,,,,,,,,,,,,,,,
-5,-3,-1,1,3,4,7,8,1682,37,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,3,5,1682,38,,,,,,,,,,,,,,,,
46,48,50,52,54,56,58,60,1682,171,14,14,14,14,16,16,16,16,1,1,1,1,1,1,1,1
43,46,47,50,51,53,55,57,1682,174,16,16,16,16,16,16,16,16,1,3,1,1,2,1,5,5
32,34,36,38,40,42,44,46,1682,175,17,17,17,,,,,,1,1,1,,,,,
44,46,47,50,52,54,56,58,1682,177,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1
34,36,38,40,43,44,46,48,1682,178,,16,16,16,16,16,16,16,,1,1,1,1,1,1,1
27,29,31,33,35,37,39,41,1682,179,,17,17,17,16,16,16,16,,6,1,1,1,6,6,6
24,26,28,30,32,34,36,38,1682,180,,12,12,,,,,,,1,1,,,,,
5,7,9,11,13,15,17,19,1682,181,,,,,,,,,,,,,,,,
28,30,32,34,36,38,40,42,1682,182,,,,,16,16,16,,,,,0,1,1,1,
3,5,7,9,11,13,15,17,1682,183,,,,,,,,,,,,,,,,
1,3,5,7,9,11,13,15,1682,184,,,,,,,,,,,,,,,,
-1,1,3,5,7,10,11,13,1682,185,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,4,5,7,1682,186,,,,,,,,,,,,,,,,
32,34,36,38,40,42,44,46,1683,30,13,,,,,,,,1,,,,,,,
29,31,33,35,37,39,41,43,1683,173,13,,,,,,,,1,,,,,,,
70,72,74,76,78,80,82,84,1684,1,12,,,,,,,,,,,,,,,
68,70,72,74,76,78,80,82,1684,2,12,12,12,12,12,,,,4,4,4,5,4,,,
44,46,48,50,52,54,56,58,1684,3,,12,12,,12,12,11,11,,1,1,0,3,1,1,1
42,44,46,48,50,52,54,56,1684,4,12,12,12,12,12,12,12,12,1,1,1,2,1,1,1,1
45,47,49,51,53,55,57,59,1684,5,13,13,13,13,16,16,16,16,1,1,1,1,1,1,1,1
39,41,43,45,47,49,51,53,1684,6,12,12,12,12,12,,12,12,1,6,6,1,1,,1,1
21,23,25,27,29,31,33,35,1684,30,,,,,,12,12,12,,1,1,,,6,3,7
21,23,25,27,29,31,33,35,1684,31,12,12,12,12,,,,,1,1,1,,,,,
20,22,23,26,28,30,32,34,1684,32,,12,12,,12,,12,12,,1,1,0,3,,2,1
18,20,22,24,26,28,30,33,1684,33,12,12,13,13,13,13,,12,7,1,1,1,7,1,,6
16,18,20,23,24,26,28,31,1684,34,10,12,13,12,12,12,,13,7,,1,1,1,1,,1
15,17,19,21,22,24,27,29,1684,35,,11,12,16,16,16,16,16,,7,7,1,3,1,1,1
14,17,18,21,22,24,27,29,1684,36,,11,12,14,14,14,14,14,,7,1,1,1,1,1,1
13,15,17,19,21,23,25,27,1684,37,,,11,13,14,15,16,16,,,7,1,1,7,1,1
-1,1,3,5,7,9,11,13,1684,38,,,,,,,,,,,,,,,,
-1,1,2,5,6,8,11,13,1684,39,,,,,,,,,,,,,,,,
1,3,4,7,8,11,12,15,1684,40,,,,,,,,,,,,,,,,
-1,1,2,5,6,8,10,12,1684,41,,,,,,,,,,,,,,,,
-1,2,3,5,8,9,12,14,1684,42,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,1684,43,,,,,,,,,,,,,,,,
-5,-3,-1,1,2,4,6,8,1684,44,,,,,,,,,,,,,,,,
-9,-7,-5,-3,-1,1,2,4,1684,45,,,,,,,,,,,,,,,,
-11,-9,-7,-5,-3,-1,1,3,1684,46,,,,,,,,,,,,,,,,
-13,-11,-9,-7,-5,-3,-1,1,1684,47,,,,,,,,,,,,,,,,
40,42,44,46,48,50,52,54,1684,170,,12,12,,,,11,11,,1,1,0,1,1,6,6
47,49,51,53,55,57,59,61,1684,171,12,12,,,,,,,1,1,,,,,,
39,42,43,46,47,49,52,54,1684,173,12,12,12,12,12,,12,12,3,1,1,1,1,,1,1
46,48,50,52,54,56,58,60,1684,176,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1
40,42,44,46,48,50,52,54,1684,177,,17,,17,,,,,,1,1,,,,,
48,50,52,54,56,58,60,63,1684,178,12,12,12,12,12,12,12,12,1,1,1,1,1,2,1,1
33,35,37,39,41,43,45,47,1684,179,,12,,,,,,,,1,,,,,,
7,9,11,13,15,17,19,21,1684,180,,,,,,,,,,,,,,,,
19,21,22,25,27,29,31,33,1684,181,,12,12,,12,12,12,13,,1,6,0,6,1,6,1
24,26,27,29,32,33,36,38,1684,182,,12,12,12,,12,12,12,,1,1,,,1,1,1
70,72,73,75,78,80,82,84,1684,183,,12,12,,,,,,,4,4,,,,,
30,32,34,36,38,40,42,44,1684,184,,,,14,14,,,,,,,5,5,,,
15,17,19,21,23,25,27,30,1684,185,,,,11,,,,,,,,1,1,3,,
12,14,16,18,20,22,24,26,1684,186,,,,12,12,12,,,,,,1,1,1,,
38,40,42,44,48,50,50,53,1684,187,,,,16,12,,,,,,,1,1,,,
-3,-1,1,3,5,7,9,11,1684,188,,,,,,,,,,,,,,,,
-3,-1,1,3,5,7,9,11,1684,189,,,,,,,,,,,,,,,,
20,22,24,26,28,30,32,34,1684,190,,,,,,,,,,,,,,,,
-7,-5,-3,-1,1,3,5,7,1684,191,,,,,,,,,,,,,,,,
14,16,18,20,22,24,26,28,1684,192,,,,,,12,12,12,,,,,,1,1,1
14,16,18,20,22,24,26,28,1684,193,,,,,,,16,16,,,,,,,1,1
2,4,6,8,10,12,14,16,1684,194,,,,,,,,,,,,,,,,
21,23,25,27,29,31,33,35,1684,195,,,,,,,,12,,,,,,,,1
59,61,63,66,67,69,71,73,1687,2,12,12,12,12,12,12,12,12,1,1,1,1,1,1,4,1
39,41,43,45,47,49,51,53,1687,3,13,13,13,13,14,14,14,15,1,1,1,1,1,1,1,1
17,19,21,23,25,27,29,31,1687,30,10,12,14,14,14,14,14,14,7,1,1,1,1,1,1,1
14,16,18,20,22,24,26,28,1687,31,,9,11,14,15,15,15,15,,1,3,1,1,1,1,1
37,39,41,43,45,47,49,51,1687,170,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1
65,67,69,72,74,76,77,80,1687,173,16,16,16,16,16,16,16,16,1,1,1,1,1,4,4,4
17,19,21,23,25,27,29,31,1687,174,9,12,,,,,,,7,1,,,,,,
19,21,23,25,27,29,31,33,1687,175,,,14,14,14,14,14,14,,,1,1,1,1,1,1
16,18,20,22,24,26,28,30,1687,176,,,,13,12,12,,,,,,3,3,3,,
